Station.name;Station.ID;Date;TAM;TAN;TAX;RR
Finsevatn;SN25830;07.01.2012;-4.6;-6.3;-2.6;2.2
Finsevatn;SN25830;08.01.2012;-10.4;-20.1;-3;1
Finsevatn;SN25830;09.01.2012;-5.7;-22.6;-2;0.4
Finsevatn;SN25830;10.01.2012;-2.2;-5.1;0.6;2.5
Finsevatn;SN25830;11.01.2012;-3.9;-5.7;0.7;5.3
Finsevatn;SN25830;12.01.2012;-5.1;-8.2;0.7;4.3
Finsevatn;SN25830;13.01.2012;-6;-7.6;-4.9;0.5
Finsevatn;SN25830;14.01.2012;-5.5;-7.3;-3.2;0
Finsevatn;SN25830;15.01.2012;-1.4;-4.9;-0.3;0.1
Finsevatn;SN25830;16.01.2012;-7.9;-14;-0.2;0
Finsevatn;SN25830;17.01.2012;-11.1;-17.4;-5.3;0
Finsevatn;SN25830;18.01.2012;-6;-11.2;-0.4;0.4
Finsevatn;SN25830;19.01.2012;-6.1;-7.2;-4.4;4.2
Finsevatn;SN25830;20.01.2012;-8.9;-15;-5.8;0.7
Finsevatn;SN25830;21.01.2012;-9.1;-11.7;-7.1;0.6
Finsevatn;SN25830;22.01.2012;-10;-14.1;-8.5;1.4
Finsevatn;SN25830;23.01.2012;-12.9;-16.9;-8.7;0
Finsevatn;SN25830;24.01.2012;-15.8;-24.6;-6.7;0.4
Finsevatn;SN25830;25.01.2012;-12.3;-26.6;-9.2;0.3
Finsevatn;SN25830;26.01.2012;-9.9;-11.4;-9.2;0.3
Finsevatn;SN25830;27.01.2012;-9.3;-9.9;-8.6;0.3
Finsevatn;SN25830;28.01.2012;-10.8;-12;-9.1;0.6
Finsevatn;SN25830;29.01.2012;-13.8;-18.3;-11;0
Finsevatn;SN25830;30.01.2012;-16.7;-20;-11.8;0.3
Finsevatn;SN25830;31.01.2012;-22.7;-26.8;-15.2;0.1
Finsevatn;SN25830;01.02.2012;-22.3;-25.6;-19.6;0
Finsevatn;SN25830;02.02.2012;-13.4;-21.9;-8.5;0
Finsevatn;SN25830;03.02.2012;-14.4;-18.1;-9.4;3.7
Finsevatn;SN25830;04.02.2012;-12;-12.4;-9.8;0.7
Finsevatn;SN25830;05.02.2012;-12.5;-18.4;-9.9;0.2
Finsevatn;SN25830;06.02.2012;-5.3;-10.8;-3.9;1.1
Finsevatn;SN25830;07.02.2012;-6.5;-8.9;-4.3;0.3
Finsevatn;SN25830;08.02.2012;-14.8;-22.3;-5.2;0
Finsevatn;SN25830;09.02.2012;-10.2;-21.8;-8.9;0
Finsevatn;SN25830;10.02.2012;-8.4;-9.9;-6.3;1.5
Finsevatn;SN25830;11.02.2012;-6.3;-9.6;-4;0.2
Finsevatn;SN25830;12.02.2012;-7;-9.3;-4.1;0
Finsevatn;SN25830;13.02.2012;-4.8;-8.3;-2.4;0
Finsevatn;SN25830;14.02.2012;-5.5;-7.5;-3.1;0.5
Finsevatn;SN25830;15.02.2012;-6.3;-7.3;-4.9;2.4
Finsevatn;SN25830;16.02.2012;-4;-7.5;-1.7;1.5
Finsevatn;SN25830;17.02.2012;-4.3;-7;-3.5;1.1
Finsevatn;SN25830;18.02.2012;-3.2;-5;-0.6;0.5
Finsevatn;SN25830;19.02.2012;-9.4;-12;-4.5;1.9
Finsevatn;SN25830;20.02.2012;-4.6;-11.8;-1.6;0
Finsevatn;SN25830;21.02.2012;-4.9;-7.1;-0.6;1.7
Finsevatn;SN25830;22.02.2012;-1.6;-6;2.6;3
Finsevatn;SN25830;23.02.2012;-2.3;-4.4;-1.3;9.2
Finsevatn;SN25830;24.02.2012;-2.3;-3.7;0.7;2.1
Finsevatn;SN25830;25.02.2012;-4.7;-6.2;-2.5;2.3
Finsevatn;SN25830;26.02.2012;-8.7;-12.6;-4.7;0
Finsevatn;SN25830;27.02.2012;-2.7;-11;-0.4;0.9
Finsevatn;SN25830;28.02.2012;1.6;-1.3;2.4;4.2
Finsevatn;SN25830;29.02.2012;1.2;0.3;2.1;4.1
Finsevatn;SN25830;01.03.2012;-0.1;-0.4;2.4;0
Finsevatn;SN25830;02.03.2012;-6.8;-10.1;-0.4;0.9
Finsevatn;SN25830;03.03.2012;-6;-13.3;-1.1;0
Finsevatn;SN25830;04.03.2012;-6.4;-7.2;-5.5;0
Finsevatn;SN25830;05.03.2012;-7.6;-9.9;-5.4;0.2
Finsevatn;SN25830;06.03.2012;-6.9;-9.5;-5.7;0
Finsevatn;SN25830;07.03.2012;-5.1;-6.1;-4.2;1.4
Finsevatn;SN25830;08.03.2012;-4.1;-7.1;-2.3;9
Finsevatn;SN25830;09.03.2012;-0.1;-3.5;2.8;0.3
Finsevatn;SN25830;10.03.2012;-3.9;-6.6;-0.4;3.5
Finsevatn;SN25830;11.03.2012;-0.8;-6.8;1;1
Finsevatn;SN25830;12.03.2012;0.4;-0.4;1.2;0.4
Finsevatn;SN25830;13.03.2012;0.4;-0.2;1.4;0.2
Finsevatn;SN25830;14.03.2012;0.4;-0.6;1.5;0.6
Finsevatn;SN25830;15.03.2012;-1.3;-2.9;0.6;0.3
Finsevatn;SN25830;16.03.2012;-0.2;-2;3.2;0
Finsevatn;SN25830;17.03.2012;-1.8;-3.3;3;0.8
Finsevatn;SN25830;18.03.2012;-4.1;-4.7;-2.6;2.5
Finsevatn;SN25830;19.03.2012;-7;-10.5;-4.3;1.4
Finsevatn;SN25830;20.03.2012;-;-6;0.6;1.6
Finsevatn;SN25830;21.03.2012;-;-0.8;1.5;4.5
Finsevatn;SN25830;22.03.2012;-;-0.6;1.9;0
Finsevatn;SN25830;23.03.2012;0.7;-3.8;6.2;0
Finsevatn;SN25830;24.03.2012;1.1;-2.1;3.1;0
Finsevatn;SN25830;25.03.2012;1.7;-0.6;4.2;0
Finsevatn;SN25830;26.03.2012;2.5;-0.2;3.8;0
Finsevatn;SN25830;27.03.2012;-;1.7;4.4;1.7
Finsevatn;SN25830;28.03.2012;-0.8;-2.5;2.9;0.1
Finsevatn;SN25830;29.03.2012;-2.4;-3.8;-1.4;1.5
Finsevatn;SN25830;30.03.2012;-4.8;-5.4;-1.4;0
Finsevatn;SN25830;31.03.2012;-6.7;-10.3;-4.2;0.1
Finsevatn;SN25830;01.04.2012;-7.1;-9.3;-4.7;0.2
Finsevatn;SN25830;02.04.2012;-10.7;-13;-8.4;0.8
Finsevatn;SN25830;03.04.2012;-12.6;-20.3;-5;0
Finsevatn;SN25830;04.04.2012;-12.3;-21.7;-5.8;0.8
Finsevatn;SN25830;05.04.2012;-4.5;-8.7;-1.6;0
Finsevatn;SN25830;06.04.2012;-8.2;-10.8;-2.6;7.6
Finsevatn;SN25830;07.04.2012;-14.1;-22.2;-6.7;0.1
Finsevatn;SN25830;08.04.2012;-11.4;-21.9;-5.5;0
Finsevatn;SN25830;09.04.2012;-3.7;-7;-2.1;0.8
Finsevatn;SN25830;10.04.2012;-2.2;-4.4;0.9;2.4
Finsevatn;SN25830;11.04.2012;-1.3;-3;1.1;3.2
Finsevatn;SN25830;12.04.2012;-3.1;-7.7;3.9;4
Finsevatn;SN25830;13.04.2012;-4.5;-13;-1.3;0.1
Finsevatn;SN25830;14.04.2012;-5.7;-7.6;-1.4;0.2
Finsevatn;SN25830;15.04.2012;-5.9;-15.9;-1.7;1.2
Finsevatn;SN25830;16.04.2012;-8.6;-10.9;-3.9;0.3
Finsevatn;SN25830;17.04.2012;-13.5;-22.9;-1.9;0
Finsevatn;SN25830;18.04.2012;-4.9;-18.9;-3.3;0.1
Finsevatn;SN25830;19.04.2012;-2.3;-4.2;-1.4;0.9
Finsevatn;SN25830;20.04.2012;-1.6;-2.8;0.2;0
Finsevatn;SN25830;21.04.2012;-4.2;-5.6;-1.1;2
Finsevatn;SN25830;22.04.2012;-1.7;-7.3;0.8;0.5
Finsevatn;SN25830;23.04.2012;-0.5;-2.1;1.2;0.2
Finsevatn;SN25830;24.04.2012;-4.4;-9.5;1.3;0.9
Finsevatn;SN25830;25.04.2012;-1.1;-9.4;1.2;0
Finsevatn;SN25830;26.04.2012;0.4;-0.2;1.5;5
Finsevatn;SN25830;27.04.2012;-0.2;-1.4;3;5
Finsevatn;SN25830;28.04.2012;-4;-6.1;-1.4;0.4
Finsevatn;SN25830;29.04.2012;-4.5;-14.9;2.3;0.3
Finsevatn;SN25830;30.04.2012;1.5;-6;8.8;0
Finsevatn;SN25830;01.05.2012;-0.2;-9.4;7.9;0.1
Finsevatn;SN25830;02.05.2012;3.4;0.6;6.6;0
Finsevatn;SN25830;03.05.2012;1.1;-1.3;7.7;0
Finsevatn;SN25830;04.05.2012;-1.5;-2.7;0.4;1.2
Finsevatn;SN25830;05.05.2012;-5.7;-7.3;-1.5;1.4
Finsevatn;SN25830;06.05.2012;-5.6;-8.9;-2.8;0.9
Finsevatn;SN25830;07.05.2012;-3.5;-7.1;2.4;0
Finsevatn;SN25830;08.05.2012;-3.7;-11.4;-0.2;0
Finsevatn;SN25830;09.05.2012;0.4;-1.9;2.8;1.6
Finsevatn;SN25830;10.05.2012;-0.6;-3.9;3.6;1.2
Finsevatn;SN25830;11.05.2012;0.4;-0.7;2.9;2.9
Finsevatn;SN25830;12.05.2012;-2.1;-3.3;0.8;0.8
Finsevatn;SN25830;13.05.2012;-0.6;-3.6;2.1;0
Finsevatn;SN25830;14.05.2012;-0.4;-1.6;0.9;1.8
Finsevatn;SN25830;15.05.2012;-0.6;-1.9;3.3;2.8
Finsevatn;SN25830;16.05.2012;-0.3;-5.9;3.1;1.1
Finsevatn;SN25830;17.05.2012;-0.4;-1.9;1.6;3.6
Finsevatn;SN25830;18.05.2012;-0.8;-1.9;0.9;2.9
Finsevatn;SN25830;19.05.2012;-1.3;-7.8;1.7;0
Finsevatn;SN25830;20.05.2012;2.7;0.5;7.4;3.5
Finsevatn;SN25830;21.05.2012;4.6;-0.6;9.7;0
Finsevatn;SN25830;22.05.2012;4.1;2.4;9.9;0
Finsevatn;SN25830;23.05.2012;3.9;-1.6;9.2;0
Finsevatn;SN25830;24.05.2012;4.4;-1.1;10.8;0
Finsevatn;SN25830;25.05.2012;5.1;-1;10.7;0
Finsevatn;SN25830;26.05.2012;4.1;-0.7;10;0
Finsevatn;SN25830;27.05.2012;5.6;-1.1;10.3;0
Finsevatn;SN25830;28.05.2012;4.1;3;8.2;0
Finsevatn;SN25830;29.05.2012;1.2;-2.8;5.5;0
Finsevatn;SN25830;30.05.2012;0.9;-4.4;4.3;1.4
Finsevatn;SN25830;31.05.2012;0.1;-1.1;3;0
Finsevatn;SN25830;01.06.2012;-1.7;-5;1;1.1
Finsevatn;SN25830;02.06.2012;-2.1;-8;0.8;0
Finsevatn;SN25830;03.06.2012;-0.9;-4.4;2.4;0
Finsevatn;SN25830;04.06.2012;0.7;-4.1;3.6;0
Finsevatn;SN25830;05.06.2012;0.7;-0.4;2.7;0
Finsevatn;SN25830;06.06.2012;1.6;-2.9;8.1;0.3
Finsevatn;SN25830;07.06.2012;3.3;-2.1;9.7;0
Finsevatn;SN25830;08.06.2012;4.4;-1.2;7.9;0.4
Finsevatn;SN25830;09.06.2012;3.9;2.5;7.8;0
Finsevatn;SN25830;10.06.2012;4.5;0;10.1;0.6
Finsevatn;SN25830;11.06.2012;4.6;-0.1;9.7;0
Finsevatn;SN25830;12.06.2012;4.5;-0.1;10.6;1.5
Finsevatn;SN25830;13.06.2012;4.4;2;8.3;1.3
Finsevatn;SN25830;14.06.2012;2.5;1.2;4.9;0
Finsevatn;SN25830;15.06.2012;3.7;-2.2;8.2;0
Finsevatn;SN25830;16.06.2012;2.5;0.4;5.6;2.4
Finsevatn;SN25830;17.06.2012;3.5;2.2;6.2;8.4
Finsevatn;SN25830;18.06.2012;2.9;1.5;9.2;0.8
Finsevatn;SN25830;19.06.2012;1.2;-1.8;4.2;5
Finsevatn;SN25830;20.06.2012;2.5;-1.8;5.8;0.2
Finsevatn;SN25830;21.06.2012;5.7;-3.7;12.8;2.5
Finsevatn;SN25830;22.06.2012;6.3;2.2;9.8;0
Finsevatn;SN25830;23.06.2012;4.5;2.9;7.1;4.3
Finsevatn;SN25830;24.06.2012;5.5;2.9;10.5;10.1
Finsevatn;SN25830;25.06.2012;6.9;2.6;10.6;2.7
Finsevatn;SN25830;26.06.2012;4.1;2.7;8.8;0
Finsevatn;SN25830;27.06.2012;5.1;1.4;9.1;0.1
Finsevatn;SN25830;28.06.2012;5.3;-2.6;11.6;0
Finsevatn;SN25830;29.06.2012;6.3;2.9;10;1.9
Finsevatn;SN25830;30.06.2012;6.6;5;9.1;4
Finsevatn;SN25830;01.07.2012;5.8;4;8.3;3.8
Finsevatn;SN25830;02.07.2012;4.7;2.7;7.5;0.2
Finsevatn;SN25830;03.07.2012;5.8;0.1;9.4;0.2
Finsevatn;SN25830;04.07.2012;6.3;3.9;10.1;7.2
Finsevatn;SN25830;05.07.2012;8.6;4.1;14.3;0.3
Finsevatn;SN25830;06.07.2012;9.5;2;14.9;0
Finsevatn;SN25830;07.07.2012;9;6.5;13.6;1
Finsevatn;SN25830;08.07.2012;7.9;4.1;11.7;6.9
Finsevatn;SN25830;09.07.2012;8.4;2.3;15.5;0
Finsevatn;SN25830;10.07.2012;7.6;4.2;11.9;0.7
Finsevatn;SN25830;11.07.2012;7;4.3;11;5.2
Finsevatn;SN25830;12.07.2012;6.9;4.1;12.8;13.9
Finsevatn;SN25830;13.07.2012;5.5;4.1;7.1;13.4
Finsevatn;SN25830;14.07.2012;6.1;3.5;9.3;0.3
Finsevatn;SN25830;15.07.2012;3.9;2.4;6.6;0.1
Finsevatn;SN25830;16.07.2012;3.7;2.5;5.2;1.3
Finsevatn;SN25830;17.07.2012;3.6;2.3;6.1;0.9
Finsevatn;SN25830;18.07.2012;5.8;2.1;10;1.5
Finsevatn;SN25830;19.07.2012;7.2;2.8;11.6;0.3
Finsevatn;SN25830;20.07.2012;6;4.4;11.8;0.8
Finsevatn;SN25830;21.07.2012;3.9;2.1;7.4;0
Finsevatn;SN25830;22.07.2012;5.7;4.2;6.9;3.7
Finsevatn;SN25830;23.07.2012;8.3;5.5;10.8;6.1
Finsevatn;SN25830;24.07.2012;8.7;6;12.4;0.8
Finsevatn;SN25830;25.07.2012;7.8;6.9;10.8;0.1
Finsevatn;SN25830;26.07.2012;8.7;4.6;14.4;0
Finsevatn;SN25830;27.07.2012;9.8;3.4;14.8;0
Finsevatn;SN25830;28.07.2012;8.2;7.4;10.8;3.3
Finsevatn;SN25830;29.07.2012;7.2;4.3;11.2;0
Finsevatn;SN25830;30.07.2012;7.7;1.4;12.1;0.1
Finsevatn;SN25830;31.07.2012;6.9;5;11.2;3.5
Finsevatn;SN25830;01.08.2012;6.7;4.6;9.5;0.8
Finsevatn;SN25830;02.08.2012;8.7;5.3;12;3.3
Finsevatn;SN25830;03.08.2012;8.4;7.3;12;4.7
Finsevatn;SN25830;04.08.2012;8.2;6.4;10.8;0
Finsevatn;SN25830;05.08.2012;8.3;6.5;10.9;0
Finsevatn;SN25830;06.08.2012;7.8;3.1;11.7;0
Finsevatn;SN25830;07.08.2012;8.2;6.6;10.7;3.8
Finsevatn;SN25830;08.08.2012;6.6;4.5;9.6;0.4
Finsevatn;SN25830;09.08.2012;5.6;4.5;7.7;0
Finsevatn;SN25830;10.08.2012;7.4;4.6;11.3;0
Finsevatn;SN25830;11.08.2012;11.1;5.8;16.4;0.1
Finsevatn;SN25830;12.08.2012;12.5;4.5;19.7;0
Finsevatn;SN25830;13.08.2012;11.7;5.2;16.6;0.1
Finsevatn;SN25830;14.08.2012;10.4;9.7;13.5;0
Finsevatn;SN25830;15.08.2012;10.1;3.9;16.1;0
Finsevatn;SN25830;16.08.2012;9.9;5.9;14.3;0.1
Finsevatn;SN25830;17.08.2012;9.9;7.2;13.2;2.6
Finsevatn;SN25830;18.08.2012;10.9;7.9;15.1;7.3
Finsevatn;SN25830;19.08.2012;10.5;10.2;13.2;7.3
Finsevatn;SN25830;20.08.2012;9.6;5.9;12.1;0.1
Finsevatn;SN25830;21.08.2012;8.4;7.3;10.4;14.3
Finsevatn;SN25830;22.08.2012;8.4;6.6;11.5;3.8
Finsevatn;SN25830;23.08.2012;7;6.2;9.1;0.6
Finsevatn;SN25830;24.08.2012;6.6;4.4;9.4;2.8
Finsevatn;SN25830;25.08.2012;6.5;2.2;10.6;0
Finsevatn;SN25830;26.08.2012;6.6;5.3;9.5;0
Finsevatn;SN25830;27.08.2012;6.9;2.1;12.3;0.9
Finsevatn;SN25830;28.08.2012;7.6;5;11.5;4.9
Finsevatn;SN25830;29.08.2012;7.9;4.5;10.5;18.7
Finsevatn;SN25830;30.08.2012;7.1;5.8;11;7.7
Finsevatn;SN25830;31.08.2012;6;1.5;11.2;0.5
Finsevatn;SN25830;01.09.2012;-;1.6;10.9;0
Finsevatn;SN25830;02.09.2012;-;5.4;9.2;5.5
Finsevatn;SN25830;03.09.2012;8;5.6;9.9;9.4
Finsevatn;SN25830;04.09.2012;-;3.5;10.3;1.3
Finsevatn;SN25830;05.09.2012;-;0.7;5.5;16
Finsevatn;SN25830;06.09.2012;-;-0.6;2.4;0.5
Finsevatn;SN25830;07.09.2012;3.1;1.6;4.7;3.1
Finsevatn;SN25830;08.09.2012;2.6;1.4;4.2;2.7
Finsevatn;SN25830;09.09.2012;6.7;1.1;11.6;3.8
Finsevatn;SN25830;10.09.2012;9;6.5;11.5;0.9
Finsevatn;SN25830;11.09.2012;5.4;2.2;9.7;8.2
Finsevatn;SN25830;12.09.2012;1.2;0.4;3.2;12.9
Finsevatn;SN25830;13.09.2012;1.6;-0.5;3.7;1.5
Finsevatn;SN25830;14.09.2012;4;2.1;7;10.9
Finsevatn;SN25830;15.09.2012;4.3;2.8;6.3;11.4
Finsevatn;SN25830;16.09.2012;5.8;3.9;7.6;3.2
Finsevatn;SN25830;17.09.2012;2.3;0.9;6.2;10
Finsevatn;SN25830;18.09.2012;-;1.3;3.6;9.1
Finsevatn;SN25830;19.09.2012;-;-1.4;1.4;1.9
Finsevatn;SN25830;20.09.2012;-0.3;-1.2;1.2;2.4
Finsevatn;SN25830;21.09.2012;0.6;-3.2;4.4;0.3
Finsevatn;SN25830;22.09.2012;0.5;-3.2;4.4;0
Finsevatn;SN25830;23.09.2012;1.3;-4.1;5.6;0
Finsevatn;SN25830;24.09.2012;1.7;-0.7;3.6;0
Finsevatn;SN25830;25.09.2012;0.2;-1.4;2.3;0
Finsevatn;SN25830;26.09.2012;0.9;0.1;2.4;1.5
Finsevatn;SN25830;27.09.2012;1.6;-1.1;4.4;0.3
Finsevatn;SN25830;28.09.2012;1.3;-1;3.8;0
Finsevatn;SN25830;29.09.2012;1.7;0.5;4.1;3.8
Finsevatn;SN25830;30.09.2012;2;0.3;3.8;2.6
Finsevatn;SN25830;01.10.2012;4.1;1.6;5.9;6.5
Finsevatn;SN25830;02.10.2012;2.9;1.1;5.1;1.9
Finsevatn;SN25830;03.10.2012;2.6;1.5;5;7
Finsevatn;SN25830;04.10.2012;1.2;0.6;3.3;18.4
Finsevatn;SN25830;05.10.2012;0.3;-0.5;2.3;0.4
Finsevatn;SN25830;06.10.2012;0.6;-0.9;2.1;0
Finsevatn;SN25830;07.10.2012;0.6;-0.4;1.6;0.3
Finsevatn;SN25830;08.10.2012;-0.6;-1.9;0.9;0.6
Finsevatn;SN25830;09.10.2012;-2.8;-4;-1.5;2.3
Finsevatn;SN25830;10.10.2012;-1.5;-3.6;0.7;0
Finsevatn;SN25830;11.10.2012;-4.3;-8.4;2.4;0
Finsevatn;SN25830;12.10.2012;-4.1;-8.4;-1.7;0
Finsevatn;SN25830;13.10.2012;-3.2;-3.7;-2.1;0
Finsevatn;SN25830;14.10.2012;-3.7;-6;-2.1;0
Finsevatn;SN25830;15.10.2012;-1.6;-2.5;-0.1;0.1
Finsevatn;SN25830;16.10.2012;-2.3;-3.6;-1.7;0.6
Finsevatn;SN25830;17.10.2012;-1;-2.2;0.4;2.7
Finsevatn;SN25830;18.10.2012;1.9;-1;3.9;3.3
Finsevatn;SN25830;19.10.2012;1.1;-2.3;3.5;4.9
Finsevatn;SN25830;20.10.2012;0.8;-1;1.6;0.3
Finsevatn;SN25830;21.10.2012;1.2;0;3.5;6.2
Finsevatn;SN25830;22.10.2012;-0.1;-4.7;3.1;0.2
Finsevatn;SN25830;23.10.2012;-0.9;-7.4;2.3;0
Finsevatn;SN25830;24.10.2012;-0.9;-2.5;1.3;0.3
Finsevatn;SN25830;25.10.2012;-6.5;-9.4;-2.3;0.5
Finsevatn;SN25830;26.10.2012;-7.1;-9.9;-5.8;0.6
Finsevatn;SN25830;27.10.2012;-7.5;-8.9;-5.2;0.2
Finsevatn;SN25830;28.10.2012;-10.8;-17;-7;0
Finsevatn;SN25830;29.10.2012;-8.3;-11.2;-5.2;5.8
Finsevatn;SN25830;30.10.2012;-13.6;-22.4;-9.5;0.2
Finsevatn;SN25830;31.10.2012;-5;-18.1;-0.2;3.4
Finsevatn;SN25830;01.11.2012;-0.5;-1.9;1.2;2.5
Finsevatn;SN25830;02.11.2012;-2.6;-4.1;-0.2;0.4
Finsevatn;SN25830;03.11.2012;-2.5;-3.9;-1.7;4
Finsevatn;SN25830;04.11.2012;-3.5;-4.6;-2;1.1
Finsevatn;SN25830;05.11.2012;-16;-20;-3.3;0.2
Finsevatn;SN25830;06.11.2012;-4.4;-18.5;-1.6;0.3
Finsevatn;SN25830;07.11.2012;-3.6;-7;0.2;1.2
Finsevatn;SN25830;08.11.2012;-1.3;-3.7;1.1;2.2
Finsevatn;SN25830;09.11.2012;-4.1;-7.8;-2.3;0
Finsevatn;SN25830;10.11.2012;0.1;-2.8;0.6;7.4
Finsevatn;SN25830;11.11.2012;-1.4;-2.7;0.5;8
Finsevatn;SN25830;12.11.2012;-4.8;-5.8;-1.9;2
Finsevatn;SN25830;13.11.2012;-1.2;-14.9;5.3;0
Finsevatn;SN25830;14.11.2012;1.2;0.1;6.1;6.2
Finsevatn;SN25830;15.11.2012;-1.1;-1.6;0.5;2.7
Finsevatn;SN25830;16.11.2012;1.3;-2.5;2.8;1
Finsevatn;SN25830;17.11.2012;-0.7;-1.4;1.7;0.6
Finsevatn;SN25830;18.11.2012;-3;-4.2;-0.6;3.2
Finsevatn;SN25830;19.11.2012;-2.2;-4;-1.5;2
Finsevatn;SN25830;20.11.2012;2.2;-2.1;4.2;4.4
Finsevatn;SN25830;21.11.2012;1.7;0.5;4.1;2.7
Finsevatn;SN25830;22.11.2012;-0.6;-4;1.6;11.4
Finsevatn;SN25830;23.11.2012;0.4;-2.2;1.9;1.1
Finsevatn;SN25830;24.11.2012;-5;-6.8;-0.3;2
Finsevatn;SN25830;25.11.2012;-7;-13.4;-4.6;0
Finsevatn;SN25830;26.11.2012;-6;-7;-4.4;0.3
Finsevatn;SN25830;27.11.2012;-5.9;-9.4;-4.4;1.4
Finsevatn;SN25830;28.11.2012;-7.5;-9.7;-5;0
Finsevatn;SN25830;29.11.2012;-9.5;-11.7;-7.4;0.8
Finsevatn;SN25830;30.11.2012;-16.2;-25.3;-9.7;0.4
Finsevatn;SN25830;01.12.2012;-21.4;-26.4;-15.8;0.1
Finsevatn;SN25830;02.12.2012;-24.8;-29.7;-16.4;0
Finsevatn;SN25830;03.12.2012;-27.5;-31;-19.2;0.1
Finsevatn;SN25830;04.12.2012;-27.3;-30.9;-22.1;-
Finsevatn;SN25830;05.12.2012;-18.7;-29.5;-15.2;-
Finsevatn;SN25830;06.12.2012;-20.3;-28.9;-10;0
Finsevatn;SN25830;07.12.2012;-26.3;-30.3;-20.8;0
Finsevatn;SN25830;08.12.2012;-20.4;-29.1;-12.8;0
Finsevatn;SN25830;09.12.2012;-12.1;-14.6;-8.4;2.2
Finsevatn;SN25830;10.12.2012;-23.7;-29.9;-13;0.1
Finsevatn;SN25830;11.12.2012;-17.6;-29.1;-10.1;0
Finsevatn;SN25830;12.12.2012;-23.5;-29.8;-15.3;0
Finsevatn;SN25830;13.12.2012;-10.7;-22.9;-9.8;0.7
Finsevatn;SN25830;14.12.2012;-12.8;-14.7;-10.6;1
Finsevatn;SN25830;15.12.2012;-10;-13.4;-8.6;0.9
Finsevatn;SN25830;16.12.2012;-5.3;-8.7;-3.4;2.3
Finsevatn;SN25830;17.12.2012;-4.6;-5.2;-3.5;0.7
Finsevatn;SN25830;18.12.2012;-7.6;-8.5;-4.8;0
Finsevatn;SN25830;19.12.2012;-19.2;-21.4;-7.6;0
Finsevatn;SN25830;20.12.2012;-18.5;-23;-8.9;0
Finsevatn;SN25830;21.12.2012;-14.8;-23.1;-10.2;0
Finsevatn;SN25830;22.12.2012;-14.1;-16;-11.2;0.7
Finsevatn;SN25830;23.12.2012;-12.4;-14.8;-11.7;0
Finsevatn;SN25830;24.12.2012;-12.2;-13.5;-11.1;2
Finsevatn;SN25830;25.12.2012;-5.6;-11.7;-2.8;1.1
Finsevatn;SN25830;26.12.2012;-4.1;-5.5;-1.9;1.4
Finsevatn;SN25830;27.12.2012;-11.3;-15.7;-5.5;1.1
Finsevatn;SN25830;28.12.2012;-9.5;-13.8;-8.5;1
Finsevatn;SN25830;29.12.2012;-2.8;-9.9;0.3;5.1
Finsevatn;SN25830;30.12.2012;-4.2;-7.3;0.5;6.6
Finsevatn;SN25830;31.12.2012;-2;-7.6;0.6;1.8
Finsevatn;SN25830;01.01.2013;-3.9;-5.7;1.3;5.5
Finsevatn;SN25830;02.01.2013;-3.4;-5.5;-2.7;1.2
Finsevatn;SN25830;03.01.2013;-1.3;-3.7;0.6;2.6
Finsevatn;SN25830;04.01.2013;-0.5;-2.5;2;3.9
Finsevatn;SN25830;05.01.2013;0;-2.8;2.1;0
Finsevatn;SN25830;06.01.2013;-2.2;-5.5;1.4;0.2
Finsevatn;SN25830;07.01.2013;-2.3;-8.9;1.2;0
Finsevatn;SN25830;08.01.2013;-7.5;-16.1;0.1;0.4
Finsevatn;SN25830;09.01.2013;-5.4;-14;-0.2;1.9
Finsevatn;SN25830;10.01.2013;-15.7;-19.2;-6.9;0
Finsevatn;SN25830;11.01.2013;-20.3;-23.5;-12.4;0
Finsevatn;SN25830;12.01.2013;-24.6;-26.6;-21.6;0.4
Finsevatn;SN25830;13.01.2013;-25.3;-27.3;-21.6;0
Finsevatn;SN25830;14.01.2013;-22.9;-28.1;-14;0
Finsevatn;SN25830;15.01.2013;-26.6;-28.5;-15.1;0.1
Finsevatn;SN25830;16.01.2013;-27.1;-29.2;-22.7;0
Finsevatn;SN25830;17.01.2013;-17.6;-29.6;-15.7;0
Finsevatn;SN25830;18.01.2013;-22.9;-27.6;-14.1;0.4
Finsevatn;SN25830;19.01.2013;-23.5;-27.1;-20.3;0
Finsevatn;SN25830;20.01.2013;-10.1;-24.6;-7.2;0.2
Finsevatn;SN25830;21.01.2013;-19.5;-24.6;-9;0.4
Finsevatn;SN25830;22.01.2013;-25.3;-29.9;-19.5;0
Finsevatn;SN25830;23.01.2013;-24.3;-26.7;-18.5;0
Finsevatn;SN25830;24.01.2013;-21.1;-29;-11.8;0
Finsevatn;SN25830;25.01.2013;-10.1;-12.4;-7.9;0.3
Finsevatn;SN25830;26.01.2013;-9.3;-11.4;-7.2;0.4
Finsevatn;SN25830;27.01.2013;-9.5;-12.3;-8.3;0
Finsevatn;SN25830;28.01.2013;-4.4;-10.2;-2.2;2.6
Finsevatn;SN25830;29.01.2013;-4.2;-5;-2.2;0.6
Finsevatn;SN25830;30.01.2013;-2.1;-5.5;-0.8;7.9
Finsevatn;SN25830;31.01.2013;-6.5;-9.4;-0.8;2.8
Finsevatn;SN25830;01.02.2013;-10.1;-15;-7.9;0.6
Finsevatn;SN25830;02.02.2013;-7.3;-14.3;-5;0
Finsevatn;SN25830;03.02.2013;-8.5;-11.3;-5.7;0
